,Unnamed: 0,premise,text,stance
2410,2410.0,fauci,"#DrFauci says, 'if everybody does their part, we are not going to see that estimate....right now we are just guessing, we will know once we have the antibodies' #socialdistancing

Dr. Fauci says he had a #COVID19 test and it came back negative.",0
3922,3922.0,school closures,"A parent asked reason 4 stopping online lrng. I explained to him the entire situation &amp; he said,' What about parents who r willing 2 pay fees? And why shouldn't we? The situation is not created by schools, it's affecting entire wrld, then why do u hv 2 suffer?'",1
523,523.0,face masks,"@RunByClowns @Revegelance @luvadergolder @mark_dowling @NeilClark66 @freddie801 Relative risk management. Masks required now. Do the decent thing and wear one. It’s no big deal really, I have to wear one every day at work, and it helps protect the most vulnerable from covid19",1
1003,1003.0,face masks,"@annembee @LockdownNo Hopefully they're now too scared of this to force the issue, from what we heard Michael Gove say this morning. Fingers crossed!

#NoMasks 
",2
416,416.0,face masks,Am I ever going to learn that my phone doesn’t recognize me when I have my mask on? But still...,1
1928,1928.0,fauci,@8rareddy Classic!  The king of #COVID19 I’m sure they all got a chuckle out of that one.   Have you looked at this mans background and crimes against humanity?  #FauciFraud,2
1042,1042.0,face masks,"@WSJ All masks are nasty, dirty, &amp; dangerous. They actually spread germs, and are not protective.",2
1404,1404.0,fauci,"@itsJeffTiedrich @realDonaldTrump :arrow_right: #DrFauci: ""There’s No Question That If the President Did Not Institute a Travel Ban on China, There Would Have Been Many More #CoronaVirus Cases.""

:flag_for_United_States: Thank you,",1
3060,3060.0,stay at home orders,"TO BE CLEAR.

WE ARE MANY, THEY ARE FEW.

STOP IDENTIFYING BY LABELS , START IDENTIFYING AS HUMANS.

LINES ARE BEING DRAWN.

IT’S THEM, OR US.

CHOOSE A SIDE.

#facemask #Plandemic #coronavirus #EndTheNightmare #Covid_19",2
1504,1504.0,fauci,"So, when does trump throw Dr. Fauci under the bus and give the scarf lady her day in the sunshine? It's only a matter of time bc Fauci is TELLING THE TRUTH, but he has his hx, too. #coronavirus #DrFauci #trump #GOPCorruptionOverCountry",1
1951,1951.0,fauci,"@HoneyFitz93 #QAnon #TheGreatAwakening #FakeNewsMedia #DrainTheSwamp 
and don't forget to spread #BillGatesIsEvil which includes #DrFauci #DrBirx #BigPharma #COVID19 #coronavirus #COVID2019 #COVIDCanada",2
1113,1113.0,face masks,"@guardian Virus with 99.97 % survival rate. Median age of death with virus 81. 60,000 extra cancer deaths as NHS closed so fat nurses could make tik tok videos. Lockdown was unecessary disaster.",0
2205,2205.0,fauci,@Thomas1774Paine Senate hearing resembled a Trump-hating “vaccine pep rally” rather than an impartial hearing on coronavirus. #SenateCoronavirusHearing,0
1150,1150.0,face masks,"We cannot live only for ourselves. A thousand fibers connect us with our fellow men; &amp; among those fibers, as sympathetic threads, our actions run as causes, and they come back to us as effects.
Herman Melville, born on this day in 1819
#SocialDistance #COVID19",0
288,288.0,face masks,Lamest apocalypse. So lame. #WearAMask #WearADamnMask,1
1897,1897.0,fauci,"@WarrenJPierce @hsbanik @KraigtheBunny @SpinneyJr @MercerCreed @kidbrewer @FiestyKiwi @MitchellGuyon @Acknowledgerea3 @JayCory7 @ADevotedYogi @KumbarRajesh @TheTruthFairy4 @Heather012177 @_White__Rabbit @CrystalLozano4 @LisaSing75 @COCrowe @PhillipDenton @EricO_2020 @Lorrain86857415 @Janesmi74403686 @suprdupe @bkmoore777 @Jah18186004 @TideFanJoe @JackieO69045443 @TheTrollHunte14 @SockRocket2019 @stevendem @sham786364 @natehansen42 @sacmac11 @mannazesq @Gummbyman32 @forcemultipler @HerpesMichael @nzhippygirl @SGijora @AdHomin1711 @ShaktiForTrump @WhoFeedsYou @JDavidBourne1 @rygh_sherrie @iflysims70 @kruttika108 @G2Precision @LisaSwartz8 @thedjrichyb @mpo619 Fauci:
Failed as a clinician.

Fauci:
Failed on AIDS.

Fauci:
Failed on SARS.

Fauci:
Failed on H1N1.

Fauci in January; ""Covid-19 not a threat. Masks don't work.""

Fauci 2005; ""HCQ is a wonder drug for Corona Virus!""

Fauci now; ""HCQ"" What's that?.""",2
1671,1671.0,fauci,"@seanmdav @realDonaldTrump My state, which is Indiana. Had 200 new deaths.  And, Coronavirus cases are now rising. My state has a total of nearly 54,000 cases. My child will continue elearning. I will protect my child. #TrumpIsNotWell",1
17,17.0,face masks,"A guy with no mask just knocked on my door. I have big loud dogs, he backed away. I stuck my head out and he yelled across the yard. He's selling frozen beef. Holy hell, he came to my door with no mask.",1
150,150.0,face masks,"@djrothkopf Bars, restaurants, sports, premature reopening, antimasking, and quarantine fatigue are all what make the US #1.

I'm still in disbelief that these public health measures are debated.",1
1886,1886.0,fauci,@IminHisbook @Julietknows1 3-4 million Americans will die! No Masks! 98-99% survival rate Masks On! Sex with strangers OK! Hand shaking NOT OK! Right,2
896,896.0,face masks,"Masks are as well hiding our facial features which otherwise make us recognizable. By making compulsory to wear them along with the social distancing, are they trying to dehumanise and disconnect us? #MaskeyeHayır #NoToMasks ",2
4495,4495.0,school closures,@BashRipRock75 @MattFinkes Democrats have lit the fire of another subprime mortgage lending like crisis that happened in 08-09 without having to actually do it. People can’t pay rent and then others can’t pay mortgages. #OpenAmerica,0
1363,1363.0,fauci,"If you don't believe what you are being told about COVID, unfollow/block me. Now. I don't need you, and no rational person does. If you think it's a hoax, or the flu, fuck...off. Just remember, don't cry to me when you or someone you love gets it. I don 't care.",1
3588,3588.0,stay at home orders,"@KTLA The King of California, Lord @GavinNewsom is a tyrant and we the free people of America will no longer tolerate his Chinese Communist Loyalty anymore!!! #RecallGavin2020 #RecallGavinNewsom",0
3947,3947.0,school closures,"It's not just about #Gujarat
It's about the entire nation. We need to save schools throughout India. We need to protect the rights of every child in India. No school in any state, no teacher in any state and no student in any state should be  left behind.",1
2468,2468.0,fauci,@realDonaldTrump @US_FDA @TuckerCarlson @FoxNews President Trump nailed it from the beginning,0
1262,1262.0,face masks,@GlennHammond13 @CheriJacobus @ajsfinefoods Not everyone can wear a mask...,0
1760,1760.0,fauci,@DeAnna4Congress Dr Fauci is an f ing fraud.  #FireFauci,2
889,889.0,face masks,Get the ticket for not wearing a mask and take it to court.  Fight it all the way up.  It is a violation of our rights.  #COVIDー19,2
1119,1119.0,face masks,"@bennyjohnson @realDonaldTrump @mattgaetz America has a few things to be ashamed about if you have a conscious, empathy, integrity, and a strong sense of responsibility. In order to replace you have to find it. Today, America is unrecognizable.  ",0
2950,2950.0,stay at home orders,"Just because I want the economy open and have an income above total losers doesn't mean I'm voting for Trump, ya dumb fucks!

#COVID19 #coronavirus #Biden2020",2
228,228.0,face masks,"Why doesn't Pillow Man make MASKS if he wants to be helpful?

#mypillowguy #coronavirusUSA ",1
1325,1325.0,fauci,"@Acyn @TuckerCarlson Yeah, #DrFauci wasn't elected; he was HIRED to do his job during the #Reagan years, you #dickswab! #FoxNewsIsFakeNews #TuckerCarlsonIsAnIdiot #COVID19 #TrumpDeathToll82K #TuckerCarlsonHasAPunchableFace",1
1453,1453.0,fauci,@Athens108 @realDonaldTrump It may have worked for an old Coronavirus that is a different virus from COVID19.  All the studies coming out says chloroquine does not work for this virus.  Dr. Fauci is always on the frontlines for all viruses.,1
1953,1953.0,fauci,"@IngrahamAngle Cuomo forced nursing homes to keep their covid-sick patients resulting in thousands death! 

Fauci has been wrong on just about everything.",2
1223,1223.0,face masks,"Okay people let's dumb this down for the 38%.

Less tests≠less infected with Coronavirus.

If a woman is pregnant and doesn't take a test, she's still pregnant. 

#COVID19 #ItIsWhatItIs #MAGAmath",0
2475,2475.0,fauci,George Floyd showed the world that Corona virus was a hoax.  He saved all the children in the world.  They can go outside and play and go back to school.  Look at protest rallies how large they are. @cspanwj @realDonaldTrump #TeaParty #breakingnews #breaking #news,0
1870,1870.0,fauci,"@marcthiessen And Fauci has been the one that has been wrong from the beginning! Check the timeline, he has been absolutely incompetent!",2
1071,1071.0,face masks,"Has Dan Andrews gone too far, or is it better to nip this #pandemic outbreak in the bud with stronger lockdowns?
#stateofdisaster #COVID19au #covid19vic #victorialockdown #Covid_19 #Stage4 #StayAtHome",0
1875,1875.0,fauci,Hey remember that video from Lake if the Ozarks?  Where ARE the new #COVID19 cases?  Hint. Nonexistent.  We have been lied to.  Where’s #DrFauci?,2
1156,1156.0,face masks,@thehill Enough of this #Plandemic2020  #FireFauci #InvestigateBillGates,0
1938,1938.0,fauci,"@realDonaldTrump Dr. Fauci, FDA, CDC is letting sick Americans die because there waiting on this vaccine??? #HCQW0RKS 
Dr's hands are being tied!
Who is going to profit from this miracle vaccine?",2
1319,1319.0,fauci,"Lack of testing is a huge Trump failure
#TrumpLiesAmericansDie",1
1508,1508.0,fauci,@saraecook @PaulaReidCBS @CBSNews @PeterNavarro45 @realDonaldTrump @VP Fauci is providing truth and clarity to America.  How dare you smear him because his message isn’t what Trump wants to be told.  You are are despicable.  #TrumpLiesAmericansDie,1
1384,1384.0,fauci,"""You don't make the timeline. The virus makes the time line."" - Dr. Anthony Fauci

If only our president would listen to #DrFauci, the immunologist he selected to serve on the #COVID19 task force. He doesn't listen because he cares more about reelection than saving lives.",1
55,55.0,face masks,"@JoeBiden What happens when we win the election and President Biden enacts a national mask mandate?

""Karens"" will be coming out of the woodwork and it aint gonna be pretty. 

How can we make this happen NOW? 

#YesWeCanAgain #Biden2020Landslide",1
2641,2641.0,fauci,@hossehenad @inittowinit007 @tedcruz :clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone: Don’t wear a mask:bangbang: Only :sheep: wear mask.,0
999,999.0,face masks,"FYI: I emailed local mp @DehennaDavison a couple of weeks ago about how making masks mandatory would adversely affect people's mental health, especially among the already vulnerable, leading to suicide rates going up. Got a calloused copy &amp; paste reply. #bloodonherhands",2
224,224.0,face masks,"All of you maskholes who say masks violate your personal freedoms, how you gonna justify that to your kids in December when they can’t go visit Santa at the mall? Mask up now. #COVID19 #maskup",1
1923,1923.0,fauci,"DemocRATs live on racism, so here you go, Fauci is the dumbest white man God every created! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe  #DemocratsHateAmerica",2
2886,2886.0,stay at home orders,"@NPR #Covid-19 doesn't care. It will win all the games, go to all the beaches, parks, stores, churches and is very well-travelled. The virus wants YOU!",1
2705,2705.0,fauci,@DeAnna4Congress He has time for this in the middle of a pandemic? Seriously?,0
6,6.0,face masks,"A cute girl told me she loved my @rob_sheridan mask today. I was at the liquor store, and I don't remember how human interaction works, but I guess we're in love. Anyway, put on a goddamn mask and stop packing restaurants fuck I want to leave my house more",1
2916,2916.0,stay at home orders,"When the government shuts down your business, they still get paid.",2
887,887.0,face masks,Well @henrymcmaster you can just have your people fine me $100 cause it is unconstitutional to require masks. #ConstitutionOverCoronavirus #MyChoice,2
111,111.0,face masks,"@FakeNewsDotCom2 @HaroldJ62777849 @bucforever @RepsForBiden @realDonaldTrump Social Distance. Stay home. Don’t open the economy too soon. Wear a mask: The plans that we do have are based on science and they work, no thanks to ignoramus-in-chief. #SocialDistancing #WearAMask #WearADamnMask",1
168,168.0,face masks,On the F &amp; 6 trains (kid needs emergency dental visit :grimacing:) and giving everyone imaginary gold stars for the :100: mask-wearing. I :red_heart_selector:my fellow strap-hangers.,1
2411,2411.0,fauci,My city is on Covid fire with all hospitals overwhelmed and no one knows what to do. #TrumpVirus #StayHome #WearAMask #VoteBlueToSaveAmerica2020,0
2418,2418.0,fauci,@TeamTrump @kayleighmcenany @realDonaldTrump Yes we have.  #TrumpVirus #TrumpGolfsAmericansDie #TrumpIsACompleteFailure #LyingTrump #NobodyLikesMe,0
2598,2598.0,fauci,@Acosta We are on a roll! Let’s keep it going!,0
1348,1348.0,fauci,"Today #DrFauci said if we don't do something we could have &gt; 100K #COVID19 cases daily. As it is hospitals in many areas are at full capacity, if cases go up where will they go and who will treat them? We don't have enough #healthcareworkers &amp; #WeAreTired #WearAMask #StayAtHome",1
1242,1242.0,face masks,"@eorden Well that was in June .... now they have new cases

",0
2963,2963.0,stay at home orders,"@TrumpWarRoom @realDonaldTrump Since there is a cure for pennies, why do we need a vaccine or contact tracers?
Stop all aid to WHO, but don't give it to GAVI!!!
#Scamdemic 
#FireFauci",2
2256,2256.0,fauci,"@thehill Neh, Stalin killed more.",0
856,856.0,face masks,@PunishDem1776 No masks,2
527,527.0,face masks,@JohnFugelsang He's so spot on. I'm so deeply sorry for the family.  My deepest condolences. No one is wearing a mask here in Georgia.  Gas station me and the guy behind the counter.  15 others no mask.,1
945,945.0,face masks,Hottest Day in the #UK Take your Masks off! Breathe! Get plenty of Vitamin D! :muscle::sun_with_face:,2
2433,2433.0,fauci,"“I keep getting asked, ‘Do you think there will be a second wave in September or November?’” says Fauci. “We’re not even out of the first wave yet. We are totally immersed in the first wave.” #COVID19",0
2200,2200.0,fauci,@SenSchumer And he /the president wants to stop money for #COVIDー19 testing can he do that ?!,0
1723,1723.0,fauci,@ActivistPost Can we please just turn him off #FireFauci,2
2931,2931.0,stay at home orders,"Damn it!!!!

This is America...
Not the CCP..
Why the hell are we cowering and destroying our country to a freaking microbe that has a survivability rate of over 99%?

I would rather take my chances and die from the virus than live in a Communist Police State..",2
1426,1426.0,fauci,"6million American lives @ risk because 3 Governors @govkristinoem @IAGovernor @GovRicketts think they know better than the experts &amp; refuse to listen. South Dakota, Iowa &amp; Nebraska lives DO matter!

#COVID19 #sdgov #iagov #nebgov #ShelterInPlace ",1
1498,1498.0,fauci,"@realDonaldTrump is destructive , you turned a pandemic into political division, and we are dying. You turned masks into another division causing more death.  
   Now you go after Dr. Fauci. Did you notice more deaths happened when you started ignoring him?
 #DrFauci",1
2669,2669.0,fauci,"@TimRunsHisMouth What is that? He starts making fun of him and switches to being all smiley?!
#CreepyJoe",0
1292,1292.0,face masks,#r4today Im shopping but its nearly all online.,0
1964,1964.0,fauci,@4YrsToday Correctly identifying an elephant doesn’t make him a coronavirus expert.,2
1277,1277.0,face masks,"Please be advised that the Sandton customer service centre at 137 Daisy Street is closed today due to a COVID-19 positive case. 

The centre will reopen tomorrow for customer service. The health of our staff and customer is our number one priority. ^NJ

#StaySafe ",0
4215,4215.0,school closures,Save schools,2
4397,4397.0,school closures,"The tool of teaching has changed
The Teacher-Child relationship is Eternal
HELP US MAKE THE BOND STRONGER
Save Education and Save our Schools",0
2925,2925.0,stay at home orders,"@DineshDSouza Any chance you can get @realDonaldTrump @WhiteHouse @PressSec @GovRonDeSantis @GregAbbott_TX to understand this &amp; not lock us down again. ""I'll take how to lose a reelection for $1,000, Alex."" #SuppressTheVote",2
1421,1421.0,fauci,@DCHokiefan @Nationals Notice that he was invited as an honored guest while #TrumpVirus is rage tweeting and eating hamburders.,1
2573,2573.0,fauci,@neelkashkari @WSJ Are you so completely stupid to believe the discredited @ScottGottliebMD ? Have you no shame? Certainly no intellect. And to think folks once thought highly of your prospects. See @AlexBerenson. Quickly! You have important responsibilities.,0
1317,1317.0,fauci,"@NicoleNonya @benpershing Thanks for the PSA!
...so for those who refuse to read, listen, lead by example or follow social responsibility....this picture should help.
#COVID19 
#Covid19isGettingCloser 
#Fauci",1
822,822.0,face masks,"@GregAbbott_TX Folks aren’t buying what you’re selling anymore. Want to know why? BECAUSE THEY’RE BROKE! HAVE NO JOB AND CAN’T FEED THEIR KIDS! You’re killing healthy Texas businesses for no justifiable reason. #Hydroxychloroquine #Zinc &amp; #Zithromax is the cure!

#OpenTexasNow.",2
993,993.0,face masks,@BardsFM I WILL NEVER WEAR A MASK!,2
1877,1877.0,fauci,"Thank you for flip flopping on the mask issue, helping cdc and who to spread their fear porn, and for playing a role in dismantling the American middle class.",2
1976,1976.0,fauci,@newsmax Absolutely not. The cdc is saying this isnt even an epidemic anymore as deaths are way down. This clown needs to be fired and jailed for destroying millions of lives with unnecessary lockdowns.,2
1015,1015.0,face masks,@LozzaFox @LaraCrabb But we're not all going along to it. I was refused a blood test at my GP's this morning because I refused to don a mask,2
1276,1276.0,face masks,@replouiegohmert So you are suddenly all about your health choices.. so are women.. #covidiot,0
74,74.0,face masks,"The only constitutional right your mask is violating is your right to get sick and die.

Wear a mask you fucking ape.",1
1096,1096.0,face masks,@Hoosiers1986 I know and it totally sucks.,0
997,997.0,face masks,"@BardsFM @POTUS Then it will be, “studied have shown more women contract and spread COVID” “only women need to wear masks.” 

@realDonaldTrump PUT THE DAMN MASK DOWN! 

You too look freaking ridiculous!!! ",2
220,220.0,face masks,"Taking a scroll through Instagram right now...I didn’t know the pandemic was over! Congrats everyone!! Hope you enjoyed your big night out. 

I’ll just huddle over here behind my mask as school starts in two weeks.",1
246,246.0,face masks,Shout out to all of us getting that summer “Maskne”.       ( that’s Mask- acne””)  #stillwearingamaskthou,1
4286,4286.0,school closures,#Save our schools,2
1138,1138.0,face masks,"#COVID19 is not a hoax, it’s a real virus. The hoax is fear mongering shoved down our throats by the MSM and severity of the virus an a daily basis. ",0
1703,1703.0,fauci,"@realDonaldTrump
 This interview is #EXPLOSIVE!!!  

#DrJudyMikovits #exposes #DrFauci #fraud #theft #greed #corruption #AIDS #viruses #Covid19 #CoronaVirus #Q #QAnon #QArmy #MAGA #KAG #DigitalSoldier #Patriots #GreatAwakening #WWG1WGA #Anons #QPatriots #GodWinsInTheEnd #truth",2
368,368.0,face masks,"@DWUhlfelderLaw @Surgeon_General And evidently today according to our ""leader"", there is a decline. Lies, lies, lies. No testing over weekend so of course the numbers are down. I don't need a math degree to figure that out. But #DeathSantis got pat on back for job well done",1
2339,2339.0,fauci,Thousands to attend the funeral for George Floyd? What about The #WuhanVirus? Where’s the outrage from the left? #DrFauci had better weigh in. #coronavirus is over courtesy of the riots.,0
3654,3654.0,stay at home orders,"lets make this world a better place! it starts with you!

",0
2416,2416.0,fauci,"@PlatoSuffolk @Baligubadle1 @itsJeffTiedrich @realDonaldTrump @FoxNews Over 12 months following April 2009, there were 12,469 H1N1 deaths under Obama and Biden. In 5 months under Trump, Covid-19 deaths are over 150,000. The US pop is 9 times larger than Canada, but under Trump the US has 17 times more deaths than Canada.",0
631,631.0,face masks,"I bet I wake up to masks being mandated :mask: 

At least not wearing one won’t land people fines or citations; yet. 

#COVID19",2
987,987.0,face masks,@GovRonDeSantis @RonDeSantisFL @CFUrbanLeague And one of those choices should be in person school with NO masks!!! #schoolchoice #Casedemic,2
1982,1982.0,fauci,@KySportsRadio His pitch is as good as his “science”... worthless. He has flip flopped more than a fish on #coronavirus,2
815,815.0,face masks,"@ceresisaplanet @Alan_in_MK @MayorofLondon Against the loss of civil liberties. Its a massive inconvenience and I won’t wear one. There is no evidence it does any good whatsoever. 

I won’t put a mask on. I’m not entitled, selfish or a baby and certainly not a sheep.
Stop being a sheep.",2
2961,2961.0,stay at home orders,@realDonaldTrump we the taxpayers are tired of paying $600 extra to people that didn’t make that much. Enough is enough.,2
95,95.0,face masks,"@hillarywillbern @Adrieliam @SMSCats2 @BillyCorben @TedToddAgency @CharleyTodd Yes... exactly... ""harass cake eaters and bakeries"" if that's your bliss. Really! But please do it without shouting. Follow the law, follow local regs, respect store policies, and puleeezzz wear a mask. :grin:",1
1232,1232.0,face masks,@JohnsHopkins is pissing @POTUS off with telling truths about #COVID19 #ItIsWhatItIs Please don't believe y'alls President because he lies. #NovemberIsComing but fast enough #WashYourHands,0
441,441.0,face masks,Don't be a COVIDIOT...,1
2934,2934.0,stay at home orders,What’s up with @VP sounding like a democrat? He’s been hanging with Fauci too long!!!  #NoMasks,2
14,14.0,face masks,"@DrNickCrombie Dr Nick, I agree it’s brilliant...but I’m disappointed that so many comments here show that either people lack a sense of humour!  and/or don’t get how essential both vaccinations and mask wearing are for our survival! Shocking! :joy::face_with_symbols_on_mouth:

#WearADamnMask 
#MasksSaveLives",1
1186,1186.0,face masks,@NhCardona603 I'm staying home and working. Wish I was back home in New England; I'm trapped in Arizona between #COVID19 hot spots.,0
2616,2616.0,fauci,@JuddApatow @TheDemocrats Testing working to welll ?! What in the hell does that mean ?!,0
1368,1368.0,fauci,@Deborah00418507 @morethanmySLE I never go anywhere without a mask!:mask:,1
1196,1196.0,face masks,Florida must drastically reduce the daily number of new #coronavirus infections before we can reopen our schools.,0
1738,1738.0,fauci,"@hickorymtnman @magaxxoo Sickening!
CRUSH The Covid-19 Swamp! 
@TheDemocrats #Globalists #CCP #XiJinping @WHO @UN @georgesoros @BillGates",2
1068,1068.0,face masks,Watch Close Encounters of the Third Kind when Richard Dreyfuss goes to Devils Peak and the Army has ever everyone evacuating and people to running around with masks. Movie was made in 1977 but looks like what's happening this year.,0
2469,2469.0,fauci,"@yvonnebilowus Covid was spreading before and after protesting and not to mention the Karen's and Kyle's who refuse to wear a mask because ""it violates their constitutional rights.""
Wonder if those fools wear seat belts. :thinking_face: 
What's that Bible verse about no Greater love? 
#BLM",0
1092,1092.0,face masks,@mitchellvii Let’s get #filmyourhospitals trending and even the sheeple    may understand the TRUTH! #hoax #Covid_19,0
1476,1476.0,fauci,"@mmurraypolitics @MTPFirstRead He had help.@FoxNews.@whca &amp; the way the MSM started covering the #COVID19 as debatable as.@realDonaldTrump was spewing Gibberish, known &amp; provable lies...as #DrFauci was marginalized &amp; #drbirx was elevated as she Jigoestically &amp; willfully manipulated Scientific Coronavirus data",1
1947,1947.0,fauci,"""Dr. Fauci ,""
is a False Narrative! Speaking of... #POISON  for #PROFIT, false prophets &amp; antichrists. #FEAR is a #LIAR. Ps.
FEAR induces #CYTOKINES btw. Stop freaking pretending Jesus didn't warn You, any of You about the Masks, Initiations, Rituals, &amp;  #MOTB!",2
450,450.0,face masks,"@JeffPassan @markasaxon Gee it's almost as if the MLB's plan to safeguard players, coaches and officials from a highly contagious and deadly virus with no cure isn't actually working. #COVIDIOTS #TrumpVirus #StayAtHome",1
2465,2465.0,fauci,"@reaIDonalTrump_ PLEASE PLEASE PLEASE YES!!! NEXT LOOK AT CDC AND YES, EVEN DR. BIRX!!! PLEASE PLEASE DO NOT FUND GAVI OR ANYTHING ATTACHED TO BILL GATES!!! THAT MONEY GOING TO WHO COULD BE BETTER USED IN COMMUNITY CLINICS IN OUR INNER CITIES! LET’S HELP AMERICANS AND NOT BIG PHARMA!!!",0
1879,1879.0,fauci,"@LonnieSpray @SusanStJames3 He gets my vote and all my dead relatives votes if he fires Fauci before November 

#FireFauci 
#FireFauci",2
461,461.0,face masks,"@fiestabuckeye1 @Sharman6642 @TheGoodLiars Not true. Also, there is currently a vaccine for the flu. Why are you trying to minimize this pandemic? People are dying every minute in this country because the federal government is leaderless and has politicized the one thing that could mitigate it.",1
2969,2969.0,stay at home orders,"@BallouxFrancois @DanProft The first option is the only reasonable one.

If it's as transmissable as they say, it is inevitable that most if not all will get it at some point.

The alternative is we lockdown, force masks, and we still get it at some point.",2
2407,2407.0,fauci,@SaraCarterDC @ElaineSako Wow this guy has no business doing anything for the COUNTRY his stripes are revealed even the MSM agrees Cuomo blew it @POTUS @realDonaldTrump  no more evidence needed,0
1090,1090.0,face masks,"@WOODTV :microbe:°°°
""Still alive"" huh...
In other words, ""recovered"" rarely means actually recovered -- considering the often devastating and sometimes lifelong aftereffects of the virus. 
#StayAtHome",0
979,979.0,face masks,"I don’t wear masks &amp; have not worn a mask since this garbage has started; if any fool attempts to consider approaching me about a mask they receive the look of death, &amp; that thought is removed from their brainwaves expeditiously.

I don’t play in real life,
#DontComply",2
2584,2584.0,fauci,"@BrianGreenwal10 @Daveheaps1 @dbongino Yes!  Its a bad flu, thats it!  Yes ppl die from this and they also die from the flu!  The only reason why my state (and some others) had high deaths is b/c the Governors sent sick elderly ppl into nursing homes!  Our Governors are more dangerous to us than Covid!",0
4035,4035.0,school closures,"People saying that schools and the economy could already be opened, with significantly less danger and financial distress, if we just handled the virus as well as most other countries are missing the point! COVFEFE! @realDonaldTrump",1
2834,2834.0,stay at home orders,"@VisitLB @LongBeachCity Why are you encouraging people to ""visit"" Long Beach during a pandemic? #COVIDー19 #StayAtHome ",1
2041,2041.0,fauci,@DeAnna4Congress He definitely has a financial stake in it.,2
2457,2457.0,fauci,@32Scouser @atensnut Yeah he said he had his mask off to “hydrate”.  Riiight!,0
2892,2892.0,stay at home orders,"Please wear a mask if you don't wear it you die, I die and everyone will die but before you die pay RM 1000 first!!!..#KitaJagaKita
#Covid_19 #StayAtHomeAndStaySafe",1
2898,2898.0,stay at home orders,"How is the cure (economic hardship) worst then death? 

How can the American public consciousness be arguing about this.

Money is good but #LifeTrumpsMoney 

#coronavirus
#lockdown
",1
4029,4029.0,school closures,"This is a wakeup call! Coronavirus can destroy the private education industry that took decades to stand on its feet. If we let it collapse now, it will take decades to build up again.",1
2184,2184.0,fauci,"@MattWolking Doctor Debra Birx is joke, and a disgrace to the entire medical community. She violated her oath and compromised herself to serve Trump. She is not a trustworthy source of medical information related to #covid19.",0
1975,1975.0,fauci,"@catturd2 @Dslayer298 Unfortunately, until @realDonaldTrump kicks the soapbox out from underneath Dr. Fauci, the Democrats will still have their go to excuse, to continue their state shutdowns and mask mandates. Why President Trump is keeping him around goggles the mind.",2
251,251.0,face masks,Still not understanding why wearing a mask evokes such revulsion &amp; anger from people.,1
2664,2664.0,fauci,"FYI: “Khan Academy on YouTube.
There are no easy answers when it comes to the question of how and when to safely reopen schools. Dr. Anthony Fauci to share summer pandemic guidance and discuss school reopening. Wed, July 22 3:00 pm ET” 
#COVID",0
1459,1459.0,fauci,"@AynRandPaulRyan @johnpavlovitz Thank you!!! I wanted to throw something @RandPaul for again being condescending to a man who has told American the truth, he’s the only one who has #DrFauci #science #TrumpLiesAmericansDie",1
1236,1236.0,face masks,"Globally #COVID19 #SARSCoV2 has a CFR of 3.3.
Influenza for 2019-202 had a CFR of 0.09.
The Corona Virus is 36 times more fatal.",0
923,923.0,face masks,I’ve just had to walk off a job for refusing to wear a face mask. I will not be muzzled under any circumstances,2
743,743.0,face masks,@onlyright9 #FakePandemic is being used to take away our rights,2
2856,2856.0,stay at home orders,"Lot of talk about wearing masks, but not nearly enough about STAYING HOME. Know where you don’t have to wear a mask? In your home. #pleasestayhome ",1
2208,2208.0,fauci,"President Trump ignored all early warnings about the coronavirus threat. 

Trump is responsible for every corona death in the US.

#maga #Resist #tcot #qanon #wwg1wga #potus #usa #Trump2020 #Covid_19 #coronavirus #TrumpPandemic #trump #TrumpIsALoser #FireTrump",0
2674,2674.0,fauci,"@realDonaldTrump Did I miss something? Have 130000 American children been slaughtered in addition to the Americans who have perished due to your incompetence? Make no mistake, bonespurs, their blood is on your hands.
#TrumpVirus 
#TrumpGolfsAmericansDie 
#TrumpIsNotWell",0
2435,2435.0,fauci,"I'm watching the #Senate committee questioning #DrFauci and other members of the #CoronavirusTaskForce, and its kind of interesting, in its own way. I like seeing them testify face to face, but the #SocialDistancing adds a little more flavor to the proceedings.",0
125,125.0,face masks,"The difference between anti seatbelt &amp; anti mask people is that the latter is leaving a digital footprint of their ignorance for their grandkids. 
",1
1005,1005.0,face masks,"@GavinNewsom Haven’t worn a mask from the start, not planning to wear one now.",2
2694,2694.0,fauci,Is #COVID19 no longer a threat? Is Social distancing no longer a thing? Is Dr. Birx literally throwing up all over her beautiful scarves? Asking for a friend. @ChrisCuomo @CDCgov #COVIDー19 #coronavirus #DrFauci,0
3407,3407.0,stay at home orders,"Prof Raj Bhopal, ""Even if a vaccine is found it may not work well for older people and those with underlying health conditions."" 
It's been proven if you're fit &amp; healthy you've more chance (statistically)of being killed in a car crash than die from #Covid_19
So",0
1474,1474.0,fauci,@JoeBiden please help keep #DrFauci on the #coronavirus task force. @realDonaldTrump &amp; @WhiteHouse are trying to discredit him. I will listen to #DrFauci before I listen to anything this administration says. #RidenWithBiden,1
