,Unnamed: 0.1,Unnamed: 0,premise,text,stance
120,,,Holy communion cannot be the cause of the spread of coronavirus,Reduce your risk from #coronavirus,0
455,,,A person can tell if they have coronavirus or not simply by holding their breath.,"If you are ever worried , go to the doctor . Except when you think you have #coronavirus . Then call helpline or phone the doctors ahead of time and ask them what you should do .",0
988,988.0,988.0,Avocado and mint tea cures coronavirus.,"Or we could all double up on vitamin C enriched fruit and wash our hands regularly, cover your mouth when you sneeze and cough and stay home if you are sick. More people are dying from influenza then coronavirus. https://t.co/CcKlngVDO1",0
184,184.0,184.0,Coronavirus is caused by 5G.,Coronavirus: First case of Covid-19 confirmed in the Republic of Ireland  (via @USERNAME) https://t.co/f5MC9wBQnz,0
1349,1349.0,1349.0,Avocado and mint tea cures coronavirus.,"Coronavirus- Hysteria. Almost no flour, milk, many empty shelves - spaghetti, instant soups, bread, beans. People are buying everything they can store. https://t.co/FmifNgVMQn",0
830,830.0,830.0,Holy communion cannot be the cause of the spread of coronavirus,#coronavirus find each of those sins deep inside recognize each Spirit apologize and begin to live. The light in them will begin to burn again. God bless you and may the Seven Spirits if God forgive one drop for each church of precious blood from Jesus the Messiah for each group.,0
1262,1262.0,1262.0,The lifetime of SARS-CoV-2 is only 12 hours.,APHL: Expanding Testing Capacity for COVID-19 Greatly Bolsters U.S. Public Health Response https://t.co/CMwYDcvAHx via @USERNAME,0
1595,1595.0,1595.0,Holy communion cannot be the cause of the spread of coronavirus,The coronavirus can only cause physical harm. There should be greater fear in regards to those things and situations which could cause the loss of your soul for all eternity. These things are too numerous to count - it could be called a 'pandemic' of the acceptance of sin.,0
952,952.0,952.0,Holy communion cannot be the cause of the spread of coronavirus,"""And #fear not them which kill the body, but are not able to kill the soul: but rather fear Him which is able to destroy both soul and #body in hell.""(Matthew 10:28) Oh, my fellow people, you are sick with sin... infested with the killer ""#virus"" of sin!
#flu #corona #coronavirus https://t.co/lMB3EIkvC9",0
337,337.0,337.0,Coronavirus is genetically engineered.,@USERNAME Open your eyes to reality. Coronavirus is real because SCIENCE.,0
155,,,Africans are more resistant to coronavirus.,@USER Criminals are immune to #coronavirus outside of jail .,0
98,98.0,98.0,Coronavirus is genetically engineered.,"2/5 Due to the CPC's penchant for vanity, corruption and secrecy, the COVID-19 outbreak in the PRC is more destructive than it would have been if the CPC had focused on the welfare of its people.",0
172,172.0,172.0,A person can tell if they have coronavirus or not simply by holding their breath.,"#COVID19 is an infectious disease caused by a new #coronavirus introduced to humans for the first time. It spreads from person to person mainly through the droplets produced when an infected person speaks, coughs or sneezes. https://t.co/CdA6tFZ59R",0
778,,,Coronavirus can only survive in cold temperatures.,The #coronavirus was a scam .,0
1894,1894.0,1894.0,Coronavirus can only survive in cold temperatures.,"@USERNAME There are multiple types of coronavirus that can infect humans.  One can cause the common cold.  SARS, MERS and this virus are others.  Lysol can kill the common cold version.",0
323,,,The lifetime of SARS-CoV-2 is only 12 hours.,Kill #coronavirus on surfaces with STEAM . Simple . Alcohol wipes only do so much .,0
658,,,Avocado and mint tea cures coronavirus.,"@USER The #coronavirus kills liars , too .",0
1088,1088.0,1088.0,Vitamin C can prevent coronavirus circulation.,Thread by a Virologist on Coronavirus transmissions and effective strategies to mitigate.  Spoiler Alert: keep your environment humid and wash your hands. https://t.co/eo3iJaGnRz,0
757,,,Coronavirus can only survive in cold temperatures.,Can you get the #coronavirus #COVIDー19 again once you recover ?,0
429,429.0,429.0,Africans are more resistant to coronavirus.,Who is vulnerable to coronavirus? So far children appear safe from COVID-19 https://t.co/NvCODJSu2J via @USERNAME,0
22,,,Coronavirus is genetically engineered.,#Coronavirus can some one tell me how it spreaded .,0
530,530.0,530.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME ""No evidence suggests that the virus is man-made. SARS-CoV-2 closely resembles two other coronaviruses that have triggered outbreaks in recent decades, SARS-CoV and MERS-CoV, &amp; all 3 viruses seem to have originated in bats."" https://t.co/D3aVP31Jxj Though you do seem batty 🤪",0
1419,1419.0,1419.0,Avocado and mint tea cures coronavirus.,"Same sentiment in Cambridge / Boston. Standard OTC medications, hand santitizers, and face masks cleaned out of every store. Overheard conversations of #coronavirus in the city, and even in small coastal towns in Maine. People have taken notice and are worried #SARSCoV2 #CoVid19 https://t.co/2GxeNvkbRx",0
428,,,Hand sanitiser sold commercially does not destroy the coronavirus.,Worlds gone mad . P . S anyone selling bulk hand sanitizer ... asking for a friend . In all seriousness wash your hands and see @USER for guidance . #coronavirus #covid19 HTTPURL,0
205,,,Vitamin C can prevent coronavirus circulation.,Expose #CORONAVIRUS do not hide it destroys every one .,0
1456,1456.0,1456.0,A person can tell if they have coronavirus or not simply by holding their breath.,Kris Verma said one way residents can prepare for the possibility of a coronavirus pandemic is by making a COVID-19 kit with essentials they may need in case they need to isolate themselves from others. https://t.co/Fa1QETpPeX,0
346,,,The lifetime of SARS-CoV-2 is only 12 hours.,#Coronavirus #SARSCoV2 spreads more indoors at low humidity A relative humidity of 40 to 60 percent could reduce the spread of the viruses and their absorption through the nasal mucous membrane . HTTPURL,0
260,260.0,260.0,Africans are more resistant to coronavirus.,"Mustachioed men may be at greater risk of coronavirus, graphic warns
 https://t.co/JHoRWp9SRs",0
840,840.0,840.0,Fennel tea cures coronavirus.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Am I prepared? Suits, gloves, N95 masks, googles, gloves, hand sanitizers, water, packed freezer and fridge, snack bars, cereals evaporated milk, etc",0
144,,,Holy communion cannot be the cause of the spread of coronavirus,The importance of hygiene in schools and homes can not be overemphasized as a preventative measure against the outbreak of Coronavirus . Coronavirus Prevention Tips #COVID19 #CoronaVirusNigeria #CoronaVirusUpdate HTTPURL,0
287,287.0,287.0,Holy communion cannot be the cause of the spread of coronavirus,"coronavirus is shaped like crown and pierces the cell....
Isaiah 14:19 
""But you have been cast out of your tomb Like a rejected branch, Clothed with the slain who are pierced with a sword, Who go down to the stones of the pit Like a trampled corpse",0
586,,,We're very close to a vaccine.,The #coronavirus does n't have an ethnicity . Only a fool would think otherwise .,0
1460,1460.0,1460.0,The lifetime of SARS-CoV-2 is only 12 hours.,"The total confirmed cases in China is 79,824, of which 41,825 (or 52%) and a total of 2,870 deaths have been recorded.

Based on those figures, the case fatality rate for Covid-19 is 3.6%",0
340,,,The lifetime of SARS-CoV-2 is only 12 hours.,#Vaccine #COVID19 Inactivated vaccine for SARS-CoV - 2 HTTPURL,0
99,,,Fennel tea cures coronavirus.,Wake me up when #coronavirus ends .,0
569,569.0,569.0,Coronavirus is genetically engineered.,Coronavirus is probably in Ghana and someone is treating it with procold tabs,0
790,790.0,790.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME (This is made much more complicated by the CDC completely botching their ability to test for SARS-CoV-2, and between lack of test kits &amp; backlog has been managing to do only 20-25 tests/day at most: https://t.co/fOIM6JHqD1).",0
1323,1323.0,1323.0,Coronavirus can only survive in cold temperatures.,"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines - https://t.co/B8uLb9S6Oz https://t.co/VlUKa9gl4q",0
975,975.0,975.0,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus Doesn’t Stop Religious Persecution in China https://t.co/oAjku4GdVOコロナウイルス対策の最中も止むことのない中国共産党による宗教弾圧。この実態から目をそらすな！,0
735,735.0,735.0,Vitamin C cures coronavirus.,@USERNAME Oh and lipsomal vitamin C made from organic ground orange peel taken hourly. IV vitamin C is being tried in China to stop the Cytokine Storm...,0
654,,,Avocado and mint tea cures coronavirus.,Some of yall using this #coronavirus for clout .,0
758,,,Coronavirus can only survive in cold temperatures.,#Coronavirus of course we do .,0
105,,,Holy communion cannot be the cause of the spread of coronavirus,I hope the #coronavirus can not be spread by mosquitoes . :folded_hands:,0
878,878.0,878.0,Vitamin C can prevent coronavirus circulation.,@USERNAME Lysol prevents the coronavirus. Read the label.,0
398,,,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,It is not the disease of the elderly . 3 of the 4 #covid patients in the ICU are below the age of 50 .,0
1746,1746.0,1746.0,The lifetime of SARS-CoV-2 is only 12 hours.,"Trend up+7772: *Ahmed SF* et al (Viruses) __Preliminary Identification of Potential Vaccine Targets for the COVID-19 Coronavirus (SARS-CoV-2) Based on SARS-CoV Immunological Studies__
https://t.co/xVhBpkcWKY",0
1866,1866.0,1866.0,Fennel tea cures coronavirus.,"The arrival of the Coronavirus in the U.S. as well as announcement of the first death related has triggered a wave of panic as hundreds storm stores hoping to stock up on essential items like water, dry foods and disinfecting wipes. More to come @USERNAME",0
1892,1892.0,1892.0,Coronavirus is caused by 5G.,the case fatality risk of dying from the coronavirus is 2.5% and the first confirmed case of death in the u.s. was TODAY.,0
533,,,Coronavirus is caused by 5G.,"Paradoxically , burning down #5G towers is only going to spur more surveillance , and it 's not going to impact #coronavirus one way or the other . HTTPURL",0
479,,,A person can tell if they have coronavirus or not simply by holding their breath.,@USER Assume you will get ##coronavirus and make your decision based on that .,0
454,,,A person can tell if they have coronavirus or not simply by holding their breath.,The person that died of coronavirus was probably killed by Hillary Clinton ! #Coronavirus is a hoax !,0
673,673.0,673.0,Avocado and mint tea cures coronavirus.,"@USERNAME @USERNAME The only prevention from any virus is to not come in contact with it. Airborne, zinc, elderberry, echinacea, none of it will prevent covid. It's extremely contagious and has a lifespan of up to 9 days on hard surfaces. Buy n95 masks and sterile gloves now while you still can.",0
1496,1496.0,1496.0,Holy communion cannot be the cause of the spread of coronavirus,"AIDS, H1N1, Coronavirus... Yah our god sends his judgments, men discover how to cure, and then he sends another one brand new;  divine judgment never stops on Earth",0
226,,,Vitamin C can prevent coronavirus circulation.,"@USER Train the dogs to detect the #coronavirus , as well .",0
93,,,Fennel tea cures coronavirus.,@USER This guy could fix #coronavirus !,0
1704,1704.0,1704.0,Vitamin C can prevent coronavirus circulation.,"Breaks down cost of coronavirus treatment.
The actual test is free,but this article outlines
other likely costs associated with treatment.
 https://t.co/2DaHwyzor6",0
239,,,Vitamin C can prevent coronavirus circulation.,@USER #coronavirus might just solve the problem .,0
597,597.0,597.0,A person can tell if they have coronavirus or not simply by holding their breath.,If were not sick should we wear masks? and if not why not someone could cough on us and thats it. CDC is saying no need for masks unless your sick. UMM cant tell if someones sick for 14-29 days so someones walking around wout a mask for 14 days infecting people? #coronavirus https://t.co/8gpl1cxmtT,0
50,,,Fennel tea cures coronavirus.,so steam bath 4 times day kills #coronavirus ?,0
1901,1901.0,1901.0,Africans are more resistant to coronavirus.,"It's likely there are more coronavirus cases in the United States than the numbers show
https://t.co/L9hBXBQr9n",0
191,,,Africans are more resistant to coronavirus.,"December 2019 saw an outbreak of the #Coronavirus hailing from Wuhan , China . It has since spread to other regions of the world .",0
526,526.0,526.0,Coronavirus is genetically engineered.,Coronavirus is just a test to see who washes their hands or not,0
493,493.0,493.0,Avocado and mint tea cures coronavirus.,"@USERNAME @USERNAME How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/o7z3vMY3pO",0
1951,1951.0,1951.0,Africans are more resistant to coronavirus.,Russia and China are taking different but equally dangerous approaches to coronavirus https://t.co/nPa7G7DFKQ,0
660,,,Avocado and mint tea cures coronavirus.,"I have some good #news , #hydroxychloriquine can cure the #coronavirus . But , the problem is that it 's not tested .",0
2061,2061.0,2061.0,Fennel tea cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/tAEGOvpubZ",0
36,,,Coronavirus is genetically engineered.,Media surrounding #Corona is doing more harm than the actual virus .,0
98,,,Fennel tea cures coronavirus.,This crazed reaction to the #coronavirus is categorically moronic .,0
658,658.0,658.0,Vitamin C can prevent coronavirus circulation.,Yall think corn can help cure coronavirus?,0
394,394.0,394.0,The lifetime of SARS-CoV-2 is only 12 hours.,".@jbiolchem Virtual Issue: Coronaviruses
This issue presents a retrospective collection of content on #coronavirus entry, proteases &amp; host interactions to help researchers build more quickly toward therapeutic endpoints against SARS-CoV-2 &amp; future strains.
https://t.co/rOIeYfMvD7 https://t.co/k67wXGbVJI",0
1082,1082.0,1082.0,Fennel tea cures coronavirus.,@USERNAME @USERNAME My face when I stockpiled coffee and tobacco prior to the coronavirus economic collapse https://t.co/li3U1WmvYe,0
1280,1280.0,1280.0,Coronavirus is caused by 5G.,Iran has 43 deaths out of 593 cases from coronavirus. Either it's massively underreported (likely) or we're dealing with a mutated strain. Iran's mortality rate is 7% which is 3.5x higher than the global average.,0
267,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","100,047 American citizens have died from #coronavirus in less than 3 months .",0
318,,,The lifetime of SARS-CoV-2 is only 12 hours.,@USER Can anyone answer a simple question . How long can the #Covid-19 live on a surface ?,0
671,671.0,671.0,Vitamin C cures coronavirus.,"How to survive coronavirus:
1. Wash the fuck out of your hands
2. Hoard Gatorade
3. Watch the news endlessly until you’ve shit yourself with fear. 
4.  Buy a year’s supply of hand sanitizer, Clorox wipes, surgical gloves, and wine 
5. Never leave the house again",0
1100,1100.0,1100.0,A person can tell if they have coronavirus or not simply by holding their breath.,How to Tell if YOU Have Coronavirus from China - Special Report - Preven... https://t.co/Ywgc33CqNK via @USERNAME,0
796,796.0,796.0,Africans are more resistant to coronavirus.,Who is vulnerable to coronavirus? So far children appear safe from COVID-19 https://t.co/yQhvZYRK6x,0
517,517.0,517.0,Coronavirus is caused by 5G.,Coronavirus was engineered to target simps. Chill.,0
406,406.0,406.0,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME Chance of running into a person with the flu is higher than running into a person with Corona Virus.

Millions have the flu and 16,000 have died.

Around 57 people have the Corona Virus with 1 death so far.",0
187,,,Africans are more resistant to coronavirus.,Y'all wait as soon as #africa and it 's children are hit by this #Covid_19 or #CoronavirusPandemic or #coronavirus it will be framed as an #african problem . Wait and see .,0
1069,1069.0,1069.0,The lifetime of SARS-CoV-2 is only 12 hours.,"Trend up+7742: *Xu X* et al (Eur J Nucl Med Mol Imaging) __Imaging and clinical features of patients with 2019 novel coronavirus SARS-CoV-2__
https://t.co/DkBrxtSIRJ",0
261,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","December 2019 saw an outbreak of the #Coronavirus hailing from Wuhan , China . It has since spread to other regions of the world .",0
780,,,Coronavirus can only survive in cold temperatures.,"To be perfectly honest , the only thing that the #coronavirus lockdown has changed in our lives is not being able to sit down at a restaurant .",0
173,,,Africans are more resistant to coronavirus.,i strongly believe that Nigeria will come out as a better country after #covid19 .,0
457,,,A person can tell if they have coronavirus or not simply by holding their breath.,"HTTPURL Innovation in South Korea has produced an efficient method of #coronavirus testing , claiming tests can be performed in a mere 10 minutes .",0
1896,1896.0,1896.0,Africans are more resistant to coronavirus.,"Pakistan confirms two more cases of coronavirus, with a total of four https://t.co/X9RBnb09KA",0
1176,1176.0,1176.0,Fennel tea cures coronavirus.,"It hasn't been proven but stock up on these items anyway, wash ur damn hands and cover ur cough!

Can Lysol and Clorox products kill the novel coronavirus? The answer is ... complicated

https://t.co/iFpHv4KAh2",0
347,,,The lifetime of SARS-CoV-2 is only 12 hours.,":pushpin: NEWS : Special call for proposals - Fight SARS-CoV 2 We would like to support projects developing innovative technologies and methods , regarding the analysis , diagnosis and / or treatment , to fight SARS-CoV - 2 More info : HTTPURL #coronavirus #sarscov2 #covid19",0
90,,,Fennel tea cures coronavirus.,Which administration has handled #coronavirus the best .,0
684,,,Avocado and mint tea cures coronavirus.,#coronavirus can only be beaten by staying inside ... and subscribing to my only fans .,0
1352,1352.0,1352.0,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME @USERNAME @USERNAME I think you are confusing issues here.  It isn't racist for a person to wear a mask.  It IS racist for someone to say they don't want a Chinese doctor treating them because of coronavirus.,0
79,79.0,79.0,Fennel tea cures coronavirus.,"CONTENT NOTE: brief mention of menstruation and elimination substances from when you go to the bathroom, discussion of the environment and whatnot
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

During cold, flu, and coronavirus season, remember that antibacterial hand and body soaps are bad for:",0
39,,,Coronavirus is genetically engineered.,Does #coronavirus respond to tax cuts ?,0
301,,,The lifetime of SARS-CoV-2 is only 12 hours.,#SARS-Cov-2 #COVID19 is rising by 20 % in my area . Not good folks not good .,0
184,,,Africans are more resistant to coronavirus.,And now everyone 's in UK take the #coronavirus very seriously .,0
226,226.0,226.0,We're very close to a vaccine.,"I believe it's time the entire world should pray to there God to have a cure for the Coronavirus. It's affecting not only the health of people, but, also the health of the worlds economy.",0
1194,1194.0,1194.0,Fennel tea cures coronavirus.,"@USERNAME To Banjang, Headmaxter, Nimda, all the SOK staff,

Please keep safe and healthy. The increasing number of coronavirus is really alarming. Always wear mask and wash your hands regularly! Drink lots of water and vitamins!",0
506,,,Coronavirus is caused by 5G.,@USER We will know the truth about Coronavirus and 5G in history book few years later . #coronavirus #5g #truth #History,0
169,,,Africans are more resistant to coronavirus.,"@USER He is wasteful , in Africa we are in dire need funds to fight #coronavirus . After three weeks there will be carnage in Africa .",0
397,397.0,397.0,Coronavirus is genetically engineered.,"Foreign envoys praise Taiwan's quick response to COVID-19 threat
https://t.co/KJnhQVrcor",0
298,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USER Chinese folks hoard foods , westerners stockpile toilet paper in #WuhanCoronavirus outbreak . Why ? What is more important , eating or wiping ?",0
553,,,We're very close to a vaccine.,Y'all got any of them beautiful #coronavirus tests ?,0
1688,1688.0,1688.0,Africans are more resistant to coronavirus.,What countries have been affected by the Novel coronavirus? How many cases are there in China? Real-time updates on the number of cases worldwide. https://t.co/U5FnO2Qv6A عبر @USERNAME,0
204,204.0,204.0,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME @USERNAME Sneezing people can spread coronavirus. They don't have to be really sick to spread it. Some may have very mild symptoms. That's how the ""community acquired"" cases are happening.",0
163,,,Africans are more resistant to coronavirus.,Be Safe from #coronavirus infection 2,0
290,290.0,290.0,Vitamin C can prevent coronavirus circulation.,Chloroquine has disappeared off shelves in many locations as reports it helped with coronavirus. https://t.co/o2eCWOsuro,0
30,,,Coronavirus is genetically engineered.,I want to know how people are recovering from #coronavirus . What is the treatment protocol ?,0
511,,,Coronavirus is caused by 5G.,Be Safe from #coronavirus infection .,0
588,,,We're very close to a vaccine.,"It 's sad that still for a large demographic of people , #coronavirus needs to hit closer to home before it 's actually seen as a real threat .",0
1272,1272.0,1272.0,Coronavirus is genetically engineered.,@USERNAME How the Covid-19 virus spread. Is this a terrorist act ?,0
1392,1392.0,1392.0,Avocado and mint tea cures coronavirus.,"Im sick and its in my Sinuses, im getting dizzier, ive doctored up with manuka honey, spicy foods, Tylenol severe sinus, essential oils, CBD, water, and lots of protein. I’m Hoping its not coronavirus, lets go… https://t.co/4lomtxUIKE",0
1899,1899.0,1899.0,Africans are more resistant to coronavirus.,"Are smokers more susceptible to the Coronavirus? 

https://t.co/5bmLARE9z3",0
170,,,Africans are more resistant to coronavirus.,"When all of this #coronavirus crisis is over , Health workers might need serious therapy . Sending out prayers to them , they are the real heroes .",0
78,,,Fennel tea cures coronavirus.,#Coronavirus is a black swan ...,0
200,,,Vitamin C can prevent coronavirus circulation.,Be Safe from #coronavirus infection .,0
1751,1751.0,1751.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME You know the coronavirus is an umbrellaterm right? We just called it that until the WHO gave it the name COVID-19 as to prevent misunderstandings like these, and now they also gave it the scientific name Sars-Cov-2",0
296,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",@USER It seems Red China is getting well now . Then Red China should compensate the world for the damages due to #WuhanCoronaVirus .,0
726,,,Vitamin C cures coronavirus.,#Coronavirus can some one tell me how it spreaded .,0
739,,,Vitamin C cures coronavirus.,There was no #coronavirus when Obama was president . Just food for thought ...,0
1664,1664.0,1664.0,Coronavirus is caused by 5G.,Coronavirus: First case of Covid-19 confirmed in the Republic of Ireland  (via @USERNAME) there might be more #covid19 #Coronavid19  https://t.co/PYa8nUIwFe,0
162,,,Africans are more resistant to coronavirus.,@USER What is it specifically about diabetes that makes diabetics more susceptible to #coronavirus ?,0
1106,1106.0,1106.0,We're very close to a vaccine.,"Coronavirus isn’t that big of a deal, you’re all being dramatic. If there was a vaccine to prevent it, most of you wouldn’t even get it so be quiet and wash your hands. 

Someone had to say it",0
818,818.0,818.0,Vitamin C cures coronavirus.,"@USERNAME Are we really afraid coronavirus is somehow going to shut down the water supply? Have you heard the rationale for buying water? I just got some extra medicine, tp, and non-perishable food. 🤷🏻‍♀️",0
514,,,Coronavirus is caused by 5G.,What are the symptoms of #CoronaVirus ?,0
1919,1919.0,1919.0,Coronavirus is genetically engineered.,"@USERNAME National Security and Bioterrorism Threat!
COVID19/Flu CDC should cite this threat!
Illegal immigration threatens the safety of AMERICANS and also overburdens hospitals!",0
25,,,Coronavirus is genetically engineered.,How is your business impacted by the #coronavirus ?,0
76,,,Fennel tea cures coronavirus.,Democrats and the Chinese communist government colluded to create the #coronavirus to bring down Trump . Prove us wrong .,0
1118,1118.0,1118.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME Corona viruses have been around for a while  . People get sick yearly from 229E, NL63, OC43, and HKU1. The newer corona viruses include SARS-CoV,  MERS-CoV , 2019-NCoV aka Covid-19 which starts in animals .....",0
424,424.0,424.0,Hand sanitiser sold commercially does not destroy the coronavirus.,People infected with coronavirus may have no symptoms at all. That's why the virus is so hard to stop. https://t.co/55VdAHpvbH,0
1411,1411.0,1411.0,Coronavirus is caused by 5G.,Washington state health officials are investigating a possible outbreak of coronavirus at a long-term nursing facility in which two people tested positive for the disease https://t.co/f54HlOUQM6,0
1158,1158.0,1158.0,Avocado and mint tea cures coronavirus.,"Experts warn to stock up of extra food, clean water, multivitamins &amp; first aid before the long city wide quarantines due to covid-19.
https://t.co/PnLi0WkvPw
coronavirus ikea starbucks patriot prepper veteran trucker biker farmer rancher hunter vancouver bc richmond victoria xrp https://t.co/yLqkHYyVYm",0
664,,,Avocado and mint tea cures coronavirus.,Can you get the #coronavirus #COVIDー19 again once you recover ?,0
1820,1820.0,1820.0,Vitamin C can prevent coronavirus circulation.,How to Prevent COVID-19 Coronavirus Disease https://t.co/rYAtiBQXHS Click link to read&gt;&gt; #articles,0
1375,1375.0,1375.0,Vitamin C can prevent coronavirus circulation.,"Pro tip- Salmonella can kill Coronavirus.
So, rub yourself with raw chicken before leaving the house.
Remember to let it sit out overnight beforehand!",0
699,,,Avocado and mint tea cures coronavirus.,can #coronavirus be April fool ?,0
179,,,Africans are more resistant to coronavirus.,Why are the states that have the most #coronavirus victims sanctuary states ?,0
1325,1325.0,1325.0,Africans are more resistant to coronavirus.,US cases: There are now 71 confirmed and presumptive positive cases of coronavirus in the United States.,0
1723,1723.0,1723.0,Africans are more resistant to coronavirus.,The tone of the article suggests that there might be tens of thousands of people in Japan being infected with coronavirus SARS CoV-2. https://t.co/8mQniwbG3b,0
232,,,Vitamin C can prevent coronavirus circulation.,@USER #Coronavirus is now at a point where many people do not fear it anymore .,0
459,,,A person can tell if they have coronavirus or not simply by holding their breath.,I want to know how people are recovering from #coronavirus . What is the treatment protocol ?,0
1104,1104.0,1104.0,Vitamin C can prevent coronavirus circulation.,Disinfection robots bypass coronavirus blockade https://t.co/MTFs3N37nD,0
336,,,The lifetime of SARS-CoV-2 is only 12 hours.,"Does anyone know what the shelf life of the #coronavirus is ? I mean , if someone sneezes on an item in a store , how long does the virus stay alive to infect you ?",0
82,,,Fennel tea cures coronavirus.,Expose #CORONAVIRUS do not hide it destroys every one .,0
221,221.0,221.0,A person can tell if they have coronavirus or not simply by holding their breath.,on some real shit what does the American government expect someone to do if they’re uninsured and suspect they might have the coronavirus. lol,0
1174,1174.0,1174.0,Vitamin C can prevent coronavirus circulation.,What Americans should know about preventing coronavirus spread https://t.co/i2egbJaPt4,0
223,223.0,223.0,Vitamin C cures coronavirus.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME India starts hunt for alternatives to China to source over 1k items

From textiles fabrics, refrigerators and suitcases to antibiotics such as amoxicillin
, erythromycin metronidazole, vitamins&amp;insecticides,  govt has begun a hunt for 1,050 items
#CoronaVirusUpdate https://t.co/0VkJXli7aZ",0
125,125.0,125.0,A person can tell if they have coronavirus or not simply by holding their breath.,Coronavirus Facts: What you need to know if you have chronic illness or are immune-compromised. https://t.co/wo0XP9NDWe,0
1500,1500.0,1500.0,The lifetime of SARS-CoV-2 is only 12 hours.,The tone of the article suggests that there might be tens of thousands of people in Japan being infected with coronavirus SARS CoV-2. https://t.co/8mQniwbG3b,0
458,,,A person can tell if they have coronavirus or not simply by holding their breath.,@USER #Coronavirus is now at a point where many people do not fear it anymore .,0
451,451.0,451.0,Fennel tea cures coronavirus.,"Effective basic precautions against cold and flu viruses
To help prevent all respiratory illnesses including Coronavirus COVID-19:

Clean your hands often with soap and water or use alcohol-based hand sanitizer.
Cough and sneeze into the bend of your arm, not into your hand.",0
5,,,Coronavirus is genetically engineered.,Be Safe from #coronavirus infection .,0
976,976.0,976.0,Vitamin C can prevent coronavirus circulation.,Sanitizing coronavirus with alcohol. https://t.co/2yZ8q1RfTn,0
2027,2027.0,2027.0,Africans are more resistant to coronavirus.,Who is vulnerable to coronavirus? So far children appear safe from COVID-19 https://t.co/ZQSWVqxOpD via @USERNAME,0
821,821.0,821.0,Avocado and mint tea cures coronavirus.,"@USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/x8pUKDFZjW",0
80,80.0,80.0,Coronavirus is caused by 5G.,Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72 314 Cases From the Chinese Center for Disease Control and Prevention | Global Health | JAMA | JAMA Network https://t.co/uNnMcNP8Wy,0
796,,,Coronavirus can only survive in cold temperatures.,And now everyone 's in UK take the #coronavirus very seriously .,0
1306,1306.0,1306.0,Africans are more resistant to coronavirus.,"The number of people infected with the new coronavirus in Japan may exceed 2,000. The lack of a simple Roche test is due to the lack of doctors and already inadequate medical institutions and isolation facilities.",0
738,,,Vitamin C cures coronavirus.,#Coronavirus is just a NEW flu virus - it will disappear in Summer . Why panic ? Just ban the flu infected Americans from traveling abroad .,0
784,,,Coronavirus can only survive in cold temperatures.,I want to know how people are recovering from #coronavirus . What is the treatment protocol ?,0
537,,,Coronavirus is caused by 5G.,Wake me up when #coronavirus ends .,0
181,,,Africans are more resistant to coronavirus.,The #coronavirus is an act of war !,0
1628,1628.0,1628.0,A person can tell if they have coronavirus or not simply by holding their breath.,People on Blind are really discussing whether or not the coronavirus will impact real estate prices enough for them to afford to buy property in the bay area.,0
1690,1690.0,1690.0,Fennel tea cures coronavirus.,"@USERNAME @USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/vv0Is6Qve8",0
